userid,movieid,rating,timestamp
48,1721,4,36
48,3253,4,36
48,1722,3,36
48,3255,3,36
48,3256,4,36
48,1653,4,36
48,1580,4,36
48,110,5,36
48,2529,3,36
48,1584,4,36
48,2393,3,36
48,2396,4,36
48,1597,3,36
48,3418,2,36
48,2616,3,36
48,2470,3,36
48,2617,3,36
48,1747,3,36
48,1674,3,36
48,2478,3,36
48,1676,3,36
48,208,4,36
48,3421,3,36
48,3424,3,36
48,2628,5,36
48,1682,3,36
48,2701,1,36
48,1831,2,36
48,2706,2,36
48,3363,5,36
48,1690,3,36
48,1909,5,36
48,150,4,36
48,153,3,36
48,2640,4,36
48,2641,3,36
48,2642,2,36
48,2716,3,36
48,2571,5,36
48,2717,2,36
48,300,3,36
48,3448,3,36
48,1917,4,36
48,231,4,36
48,161,3,36
48,1777,3,36
48,165,2,36
48,3450,3,36
48,2723,2,36
48,3527,3,36
48,1923,3,36
48,3386,4,36
48,1784,3,36
48,316,4,36
48,318,4,36
48,2804,3,36
48,3608,2,36
48,3396,3,36
48,329,3,36
48,185,2,36
48,3471,5,36
48,2671,3,36
48,2746,3,36
48,10,4,36
48,260,5,36
48,1876,3,36
48,3623,5,36
48,3552,4,36
48,1954,2,36
48,2683,3,36
48,3489,3,36
48,21,3,36
48,344,3,36
48,349,4,36
48,2762,4,36
48,3638,3,36
48,1028,4,36
48,3499,3,36
48,1968,4,36
48,32,4,36
48,2699,2,36
48,34,3,36
48,356,5,36
48,357,3,36
48,36,3,36
48,39,3,36
48,1101,4,36
48,2916,3,36
48,500,3,36
48,2918,4,36
48,1035,3,36
48,1036,4,36
48,3578,4,36
48,364,5,36
48,367,3,36
48,47,3,36
48,368,4,36
48,296,4,36
48,440,3,36
48,2858,4,36
48,441,2,36
48,442,3,36
48,50,4,36
48,377,3,36
48,3809,2,36
48,3591,2,36
48,2791,4,36
48,1127,4,36
48,1994,2,36
48,2797,4,36
48,380,3,36
48,454,4,36
48,527,5,36
48,457,4,36
48,1200,3,36
48,1201,4,36
48,2003,3,36
48,3671,3,36
48,2005,3,36
48,2006,3,36
48,2944,3,36
48,1060,3,36
48,1207,4,36
48,1208,3,36
48,2947,4,36
48,1136,3,36
48,608,4,36
48,466,3,36
48,539,3,36
48,2011,3,36
48,1210,5,36
48,2012,3,36
48,3753,4,36
48,1213,4,36
48,1214,3,36
48,1073,3,36
48,1219,4,36
48,541,4,36
48,543,3,36
48,474,3,36
48,2021,3,36
48,1220,4,36
48,1221,4,36
48,2023,3,36
48,3763,2,36
48,1222,3,36
48,2890,3,36
48,2028,5,36
48,2968,3,36
48,3699,3,36
48,480,5,36
48,2100,3,36
48,2105,4,36
48,1304,3,36
48,1307,3,36
48,2109,4,36
48,1090,3,36
48,1097,4,36
48,1240,4,36
48,2115,4,36
48,1242,4,36
48,2985,3,36
48,1247,4,36
53,2987,5,36
53,1179,5,36
53,648,3,36
53,1320,4,36
53,3793,5,36
53,2054,4,36
53,2058,3,36
53,2997,5,36
53,1258,5,36
53,1259,5,36
53,587,4,36
53,588,4,36
53,589,5,36
53,2,5,36
53,1333,5,36
53,1407,4,36
53,1408,5,36
53,1339,4,36
53,1266,5,36
53,1193,5,36
53,1196,5,36
53,590,4,36
53,736,4,36
53,1199,5,36
53,592,5,36
53,593,5,36
53,594,5,36
53,595,3,36
53,2140,5,36
53,1343,4,36
53,1270,4,36
53,2078,5,36
53,1278,5,36
53,2080,4,36
53,2081,4,36
53,1282,5,36
53,1356,5,36
53,2088,5,36
53,3033,5,36
53,2161,5,36
53,903,5,36
53,904,5,36
53,2167,4,36
53,2094,4,36
53,832,5,36
53,1294,5,36
53,3114,5,36
53,1370,4,36
53,1371,4,36
53,2174,5,36
53,912,5,36
53,2248,5,36
53,1374,4,36
53,1378,3,36
53,919,5,36
53,2324,5,36
53,1380,5,36
53,920,5,36
53,1527,4,36
53,924,5,36
53,780,3,36
53,1387,5,36
53,858,5,36
53,788,3,36
53,2407,4,36
53,1608,5,36
53,2193,5,36
53,1391,5,36
53,2194,4,36
53,2268,4,36
53,1466,5,36
53,1393,5,36
53,1396,4,36
53,1610,5,36
53,2273,5,36
53,1617,5,36
53,2278,5,36
53,1479,3,36
53,2420,3,36
53,2421,3,36
53,2353,5,36
53,1625,5,36
53,1552,3,36
53,2355,5,36
53,953,5,36
53,2502,4,36
53,1704,5,36
53,2291,4,36
53,2366,5,36
53,1639,4,36
53,2369,5,36
53,969,5,36
53,1711,4,36
53,3175,5,36
53,1645,3,36
53,1573,4,36
53,1721,3,36
53,3255,4,36
53,3256,5,36
53,3257,3,36
53,2455,4,36
53,1653,5,36
53,1580,5,36
53,2529,5,36
53,1729,4,36
53,1584,5,36
53,1805,3,36
53,1732,5,36
53,2393,3,36
53,2395,5,36
53,2396,5,36
53,1597,4,36
53,3418,5,36
53,2617,3,36
53,1674,5,36
53,1748,4,36
53,2478,2,36
53,1676,2,36
53,3424,5,36
53,2628,4,36
53,1682,5,36
53,2706,5,36
53,1831,2,36
53,1909,3,36
53,1690,4,36
53,223,5,36
53,150,5,36
53,2710,5,36
53,2712,5,36
53,2640,5,36
53,2641,3,36
53,2642,3,36
53,2716,5,36
53,2717,3,36
53,2571,5,36
53,300,5,36
53,3448,5,36
53,1917,3,36
53,1918,4,36
53,235,5,36
53,165,3,36
53,2723,5,36
53,3526,5,36
53,3527,5,36
53,2657,4,36
53,1784,5,36
53,316,4,36
53,318,5,36
53,253,3,36
53,2599,5,36
53,3471,5,36
53,2746,5,36
53,1876,4,36
53,260,5,36
53,337,4,36
53,16,5,36
53,2683,5,36
53,1954,5,36
53,3489,3,36
53,21,4,36
53,25,5,36
53,349,4,36
53,3702,5,36
53,3703,5,36
53,3704,4,36
53,2762,5,36
53,1961,4,36
53,1962,5,36
53,2692,5,36
53,1028,5,36
53,3499,5,36
53,1968,4,36
53,353,4,36
53,2699,4,36
53,32,4,36
53,356,5,36
53,34,5,36
53,2916,4,36
53,2770,4,36
53,1035,5,36
53,1036,5,36
53,3578,5,36
53,364,4,36
53,293,5,36
53,368,4,36
53,47,5,36
53,296,5,36
53,2858,5,36
53,442,3,36
53,50,5,36
53,377,4,36
53,3591,5,36
53,1127,4,36
53,1129,5,36
53,1994,5,36
53,2797,5,36
53,1997,5,36
53,454,3,36
53,529,5,36
53,457,5,36
53,2000,4,36
53,2002,3,36
53,1200,5,36
53,2003,4,36
53,1201,5,36
53,3671,5,36
53,2005,5,36
53,2872,5,36
53,1206,5,36
53,1060,5,36
53,1207,5,36
53,1208,5,36
53,608,5,36
53,70,4,36
53,3751,4,36
53,2012,4,36
53,1210,4,36
53,1213,5,36
53,1214,5,36
53,1215,5,36
53,1219,5,36
53,1073,5,36
53,2959,5,36
53,541,5,36
53,543,4,36
53,2021,5,36
53,2023,3,36
53,1221,5,36
53,1222,5,36
53,2890,5,36
53,1225,5,36
53,2028,5,36
53,2968,5,36
53,3698,4,36
53,551,5,36
53,480,4,36
53,1088,4,36
53,1089,5,36
53,2100,5,36
53,1302,4,36
53,2105,5,36
53,1090,5,36
53,1092,4,36
53,1094,4,36
53,1097,3,36
53,1240,5,36
53,1242,5,36
53,2985,5,36
53,1246,5,36
53,1247,5,36
58,1320,3,36
58,2124,4,36
58,1250,5,36
58,2054,4,36
58,3868,5,36
58,2997,5,36
58,1258,5,36
58,1259,3,36
58,589,4,36
58,1333,5,36
58,2064,4,36
58,1408,5,36
58,1193,5,36
58,1196,4,36
58,1197,5,36
58,736,4,36
58,1198,5,36
58,1199,5,36
58,592,4,36
58,593,5,36
58,594,5,36
58,595,4,36
58,2140,5,36
58,2144,3,36
58,1270,4,36
58,2076,5,36
58,1275,4,36
58,2078,5,36
58,1282,5,36
58,1356,4,36
58,750,5,36
58,1358,5,36
58,1285,4,36
58,1288,5,36
58,3101,4,36
58,1500,4,36
58,3033,4,36
58,3107,3,36
58,3108,4,36
58,3039,4,36
58,903,5,36
58,1291,3,36
58,904,4,36
58,2094,4,36
58,1294,4,36
58,908,5,36
58,3114,5,36
58,1370,3,36
58,1517,5,36
58,1371,5,36
58,2174,5,36
58,1372,2,36
58,912,5,36
58,1373,2,36
58,1374,5,36
58,1375,3,36
58,1376,2,36
58,1377,4,36
58,1378,3,36
58,919,5,36
58,778,5,36
58,2321,4,36
58,2324,5,36
58,920,5,36
58,1527,4,36
58,924,5,36
58,780,4,36
58,1387,4,36
58,858,5,36
58,788,4,36
58,2405,2,36
58,2406,3,36
58,2407,4,36
58,2193,4,36
58,1391,4,36
58,2194,4,36
58,1466,4,36
58,1393,3,36
58,1394,5,36
58,1396,4,36
58,3210,4,36
58,1610,4,36
58,3072,4,36
58,1617,5,36
58,1544,3,36
58,1552,1,36
58,3160,5,36
58,2291,5,36
58,2366,4,36
58,1639,4,36
58,969,4,36
58,1641,4,36
58,3175,4,36
58,3176,4,36
58,1573,3,36
58,2455,5,36
58,1653,3,36
58,1580,5,36
58,110,4,36
58,2529,5,36
58,111,4,36
58,1584,3,36
58,1587,5,36
58,1663,5,36
58,2393,3,36
58,2395,5,36
58,2396,5,36
58,1597,4,36
58,3418,4,36
58,2617,4,36
58,1747,4,36
58,1674,3,36
58,1748,5,36
58,1676,5,36
58,2628,4,36
58,1682,4,36
58,2701,3,36
58,2706,4,36
58,1831,3,36
58,1909,4,36
58,1690,4,36
58,223,5,36
58,153,3,36
58,2640,4,36
58,2641,3,36
58,2642,2,36
58,2716,4,36
58,2571,5,36
58,3448,3,36
58,1918,3,36
58,235,4,36
58,3526,4,36
58,3527,5,36
58,1923,5,36
58,2657,4,36
58,316,4,36
58,318,5,36
58,2804,5,36
58,2735,3,36
58,329,4,36
58,185,2,36
58,3471,5,36
58,2746,4,36
58,260,5,36
58,3552,5,36
58,3481,5,36
58,1954,4,36
58,1883,3,36
58,21,4,36
58,3702,5,36
58,3703,5,36
58,3704,3,36
58,2762,5,36
58,1961,3,36
58,2692,5,36
58,3499,3,36
58,1968,5,36
58,353,4,36
58,32,5,36
58,356,5,36
58,34,4,36
58,357,4,36
58,39,4,36
58,288,3,36
58,1101,4,36
58,2915,4,36
58,2916,3,36
58,2918,5,36
58,1036,3,36
58,3578,5,36
58,293,5,36
58,367,4,36
58,368,4,36
58,296,5,36
58,2858,4,36
58,377,4,36
58,2791,5,36
58,1127,4,36
58,1129,5,36
58,1994,4,36
58,1997,4,36
58,527,5,36
58,457,4,36
58,2000,4,36
58,3740,4,36
58,2001,4,36
58,2002,3,36
58,1200,5,36
58,3671,5,36
58,2005,3,36
58,2006,5,36
58,2944,4,36
58,2871,3,36
58,2872,5,36
58,1206,5,36
58,1060,4,36
58,2947,4,36
58,1208,5,36
58,2948,4,36
58,1136,5,36
58,608,5,36
58,70,4,36
58,2011,4,36
58,3751,5,36
58,2012,3,36
58,1210,5,36
58,1213,5,36
58,3755,5,36
58,1214,5,36
58,1215,4,36
58,1219,5,36
58,1073,4,36
58,2959,5,36
58,541,5,36
58,2020,5,36
58,2021,4,36
58,1220,4,36
58,1221,4,36
58,1222,5,36
58,2890,5,36
58,1225,5,36
58,2028,5,36
58,1080,4,36
58,2968,5,36
58,3698,2,36
58,3699,4,36
58,480,4,36
58,1089,5,36
58,95,2,36
58,2105,5,36
58,1230,3,36
58,1304,4,36
58,1231,5,36
58,1307,4,36
58,1090,5,36
58,1097,4,36
58,2115,4,36
58,1240,5,36
58,1242,5,36
58,2985,5,36
58,1246,4,36
58,1247,4,36
123,2987,3,38
123,1179,3,35
123,648,3,35
123,1320,3,35
123,1250,4,35
123,2054,3,35
123,1252,5,35
123,3868,3,35
123,2058,4,35
123,1258,4,36
123,1259,4,35
123,587,3,35
123,589,4,35
123,1,3,36
123,6,5,35
123,2133,3,35
123,1333,4,38
123,1407,4,35
123,1408,3,38
123,1263,5,35
123,1265,3,38
123,1266,4,35
123,1193,5,35
123,733,4,35
123,1196,4,35
123,590,4,35
123,736,4,35
123,1198,4,35
123,1199,4,35
123,592,4,35
123,593,5,35
123,597,3,35
123,2144,4,38
123,2145,2,35
123,1343,4,35
123,1270,4,35
123,2076,3,36
123,1275,3,35
123,1276,4,35
123,1278,4,38
123,3020,2,35
123,2150,3,35
123,1358,5,35
123,1285,4,35
123,3101,4,35
123,3104,4,35
123,2302,2,35
123,1500,3,35
123,3105,3,36
123,3108,3,35
123,3039,4,35
123,903,3,35
123,1291,4,35
123,904,4,35
123,832,3,35
123,1294,4,35
123,908,3,35
123,2245,4,35
123,1370,3,35
123,2174,3,35
123,912,4,35
123,2248,4,35
123,1377,3,36
123,1378,3,35
123,919,5,35
123,3052,3,38
123,920,4,35
123,924,3,35
123,1387,4,35
123,858,5,35
123,2405,3,35
123,2406,4,35
123,2407,4,35
123,1608,2,35
123,2194,4,35
123,2268,4,38
123,1466,3,38
123,1393,3,38
123,1394,4,35
123,3210,3,35
123,1610,4,35
123,3072,3,36
123,1617,5,35
123,2278,4,35
123,2420,4,35
123,2423,3,35
123,2352,4,35
123,2353,4,35
123,1625,4,35
123,1552,4,35
123,2355,3,35
123,953,5,35
123,2502,3,35
123,1704,4,38
123,2291,3,36
123,1562,1,35
123,2369,2,35
123,969,4,35
123,1711,2,35
123,1641,4,38
123,3175,3,38
123,1645,3,35
123,1573,3,35
123,1721,4,36
123,3253,3,36
123,3255,3,38
123,3256,3,35
123,2455,4,35
123,1580,3,35
123,110,5,35
123,2529,3,38
123,111,4,35
123,1729,4,35
123,1587,4,35
123,1805,4,35
123,2391,4,35
123,1663,3,38
123,3418,4,35
123,2616,3,38
123,2470,4,36
123,1673,2,36
123,1674,3,35
123,2478,2,35
123,3421,3,38
123,3361,3,38
123,3362,4,35
123,2706,4,35
123,3363,3,38
123,1909,4,35
123,223,4,35
123,150,5,38
123,2712,2,35
123,2640,4,35
123,1912,4,35
123,2642,2,35
123,2716,3,35
123,2571,3,35
123,3448,4,35
123,231,1,35
123,165,3,35
123,3526,3,38
123,3527,4,35
123,1923,2,36
123,3386,4,38
123,1784,4,38
123,318,4,35
123,2804,3,35
123,2599,3,35
123,3471,3,38
123,260,4,35
123,11,4,35
123,16,4,35
123,3552,3,38
123,1953,4,35
123,2683,2,35
123,1954,4,35
123,21,4,35
123,25,4,35
123,2762,4,35
123,2763,3,35
123,1961,5,35
123,1962,5,35
123,3499,5,35
123,1968,4,35
123,2699,3,35
123,356,5,35
123,36,3,35
123,1101,3,35
123,2915,4,36
123,2916,4,35
123,2770,2,35
123,2918,3,35
123,500,4,35
123,1035,3,38
123,1036,4,35
123,364,3,38
123,292,4,36
123,368,3,35
123,47,4,35
123,296,4,35
123,2858,3,35
123,440,3,38
123,50,4,35
123,377,4,35
123,3809,4,38
123,3591,4,35
123,2791,4,35
123,1127,3,36
123,1129,4,35
123,1994,3,38
123,2797,4,35
123,380,3,35
123,1997,4,38
123,527,5,35
123,454,4,35
123,457,4,35
123,2000,4,35
123,2001,3,35
123,1200,5,35
123,3671,3,35
123,2944,4,35
123,2871,4,38
123,1060,3,38
123,1207,5,35
123,2947,4,38
123,1208,4,35
123,1136,4,35
123,608,5,35
123,2011,4,35
123,3751,3,38
123,2012,3,35
123,1210,4,35
123,1213,5,35
123,1214,4,35
123,1219,4,35
123,1079,3,38
123,474,4,35
123,2020,4,35
123,2023,3,35
123,1221,5,35
123,3763,3,35
123,1222,4,35
123,2890,2,35
123,1225,4,35
123,2028,5,35
123,3698,3,35
123,3699,4,35
123,480,4,35
123,1089,4,35
123,95,3,35
123,1304,4,35
123,1231,4,35
123,2108,3,36
123,2109,3,38
123,1307,3,35
123,1234,4,35
123,1090,4,35
123,1092,4,35
123,1094,4,35
123,708,3,38
123,1097,5,35
123,2115,3,35
123,1240,5,35
123,1242,5,35
123,2985,4,35
123,1246,4,35
123,1247,2,35
148,2987,5,38
148,648,2,35
148,1320,5,35
148,1250,2,38
148,3793,4,35
148,2054,3,38
148,3868,5,35
148,1183,1,35
148,1259,4,38
148,587,5,38
148,589,5,35
148,1,5,35
148,2,5,38
148,2134,4,38
148,1408,5,35
148,733,5,38
148,1196,4,35
148,590,4,38
148,1197,5,35
148,736,5,35
148,1198,5,35
148,592,5,38
148,593,4,35
148,594,4,38
148,597,5,35
148,1270,5,35
148,1275,4,35
148,1276,3,35
148,2150,3,38
148,2080,4,35
148,2081,3,38
148,1356,4,35
148,3101,4,38
148,3033,4,38
148,3107,5,38
148,3039,4,35
148,903,3,38
148,1291,5,35
148,2094,5,35
148,832,5,35
148,908,5,38
148,3114,5,35
148,2243,3,35
148,1370,4,35
148,1517,3,38
148,1371,2,35
148,2174,5,38
148,1372,4,35
148,1373,4,38
148,1374,4,38
148,1375,4,38
148,1376,4,35
148,1377,3,35
148,2321,4,35
148,1527,3,35
148,780,5,35
148,1387,3,35
148,858,4,35
148,788,2,35
148,2405,4,35
148,2406,5,35
148,2407,4,38
148,1608,5,35
148,2193,5,38
148,1391,4,35
148,2194,5,35
148,2268,5,35
148,1393,4,35
148,1610,4,35
148,3147,3,35
148,2273,4,35
148,1544,4,35
148,2278,3,35
148,1479,4,38
148,2421,3,35
148,2423,4,35
148,2424,5,35
148,3081,4,38
148,3082,4,38
148,2353,4,35
148,2427,3,35
148,1552,3,35
148,2355,3,35
148,1485,2,38
148,1704,3,35
148,2291,3,35
148,2366,5,35
148,1569,4,35
148,1711,1,35
148,2371,4,38
148,3247,4,38
148,3175,5,35
148,3176,2,35
148,1573,4,35
148,1721,4,35
148,1722,4,35
148,3255,5,35
148,3256,5,35
148,3257,3,35
148,1653,2,35
148,1580,4,35
148,110,5,35
148,2529,4,35
148,1584,4,35
148,3408,5,38
148,2393,4,35
148,2396,4,35
148,1597,5,35
148,2616,4,35
148,2470,5,38
148,2617,4,35
148,1747,3,35
148,1674,4,35
148,1676,1,35
148,208,3,38
148,2628,3,35
148,1682,4,35
148,2701,3,35
148,1831,2,35
148,1909,3,35
148,1690,3,35
148,150,5,35
148,153,3,38
148,2640,4,35
148,2641,3,35
148,2642,3,35
148,2716,3,35
148,2717,4,38
148,2571,5,35
148,300,2,35
148,1917,4,35
148,1918,4,35
148,231,3,38
148,161,4,35
148,165,3,35
148,3527,3,35
148,3386,5,35
148,1784,5,35
148,316,5,35
148,318,5,35
148,2804,5,35
148,3396,5,35
148,253,3,35
148,329,3,35
148,185,3,35
148,2671,4,35
148,1947,2,35
148,10,4,35
148,1876,5,35
148,260,5,35
148,11,5,35
148,3623,3,35
148,1953,4,35
148,2683,3,35
148,1954,4,35
148,349,5,35
148,3703,4,35
148,3704,4,35
148,2762,5,38
148,2763,4,35
148,1961,4,38
148,1962,4,38
148,32,2,35
148,356,5,35
148,34,5,35
148,1101,5,35
148,2915,4,35
148,2916,4,35
148,500,5,38
148,1036,5,35
148,3578,4,35
148,434,4,35
148,364,5,38
148,292,4,35
148,293,3,35
148,368,5,35
148,440,4,35
148,442,4,35
148,50,2,38
148,377,4,35
148,3591,5,38
148,2791,5,35
148,1127,5,35
148,1129,4,38
148,2797,4,35
148,380,4,35
148,1997,4,39
148,527,5,35
148,454,5,38
148,457,5,35
148,2000,4,35
148,3740,3,35
148,2002,3,35
148,1200,4,35
148,1201,4,35
148,2005,4,38
148,2006,4,35
148,2944,4,35
148,2872,2,35
148,2948,4,35
148,1136,4,35
148,608,1,35
148,539,5,38
148,3751,5,38
148,2012,5,35
148,1210,5,35
148,3753,5,35
148,3755,4,35
148,541,4,38
148,474,4,35
148,2021,3,38
148,1220,3,35
148,2023,3,35
148,1221,4,35
148,1222,3,35
148,2890,2,35
148,1225,4,38
148,2028,5,35
148,2968,5,38
148,3698,3,35
148,3699,3,35
148,480,5,35
148,1088,4,38
148,95,3,35
148,2100,3,35
148,1302,5,38
148,2105,4,35
148,1304,4,35
148,1231,5,38
148,1307,2,35
148,1234,4,35
148,1090,4,38
148,1097,4,38
148,2115,5,38
148,1240,5,35
148,2985,5,38
148,1246,4,38
148,1247,3,35
149,1179,4,35
149,648,4,35
149,1250,4,41
149,3793,2,35
149,1252,4,35
149,2058,3,35
149,1183,4,53
149,2997,5,35
149,1258,5,35
149,1259,4,35
149,587,4,36
149,589,5,35
149,1,3,36
149,2,3,35
149,6,4,35
149,2064,5,35
149,1408,5,35
149,1263,5,35
149,1265,5,35
149,1266,5,35
149,733,4,35
149,1196,5,35
149,1197,5,35
149,1198,5,35
149,592,3,35
149,593,5,35
149,1343,5,35
149,1270,4,35
149,1276,5,36
149,1278,5,36
149,3020,3,35
149,750,5,35
149,1358,4,35
149,1288,5,35
149,3101,4,35
149,3104,5,35
149,1500,4,35
149,3107,3,35
149,3108,3,35
149,2167,4,35
149,832,3,35
149,1294,5,35
149,2243,5,35
149,2245,5,60
149,1370,5,35
149,1517,4,53
149,2248,5,107
149,1374,5,35
149,1377,3,35
149,919,5,35
149,778,4,35
149,3052,4,67
149,2324,4,35
149,1527,5,35
149,923,5,80
149,924,4,64
149,780,4,35
149,1387,5,35
149,858,5,35
149,2406,4,35
149,1608,4,36
149,2194,3,35
149,2268,4,35
149,1466,5,35
149,1393,4,35
149,1394,3,36
149,1396,2,35
149,3210,4,35
149,1610,5,35
149,3072,5,36
149,3147,3,35
149,2273,2,35
149,1617,4,35
149,1544,3,36
149,2278,4,35
149,1479,3,36
149,2421,3,67
149,2352,5,35
149,3082,4,36
149,2353,3,35
149,2427,4,35
149,1625,4,35
149,1552,4,36
149,2289,5,35
149,3160,5,53
149,1704,4,35
149,2291,5,35
149,1639,3,37
149,2369,4,54
149,1711,3,35
149,1641,4,35
149,3175,5,35
149,3176,4,36
149,1645,3,35
149,1573,5,35
149,1721,5,35
149,3253,5,35
149,1722,4,35
149,3255,4,35
149,3256,4,35
149,3257,4,36
149,1653,4,35
149,1580,4,35
149,110,4,35
149,2529,3,35
149,111,4,35
149,1729,4,35
149,3408,3,38
149,2391,3,35
149,1663,5,35
149,2395,4,35
149,2396,4,35
149,1597,3,36
149,3418,5,35
149,2616,3,36
149,2617,4,35
149,1673,3,35
149,1747,2,35
149,1748,4,36
149,1676,3,36
149,208,3,36
149,3421,5,35
149,3424,5,35
149,2628,4,35
