zip_code,state,county
29420,SC,Dorchester
29422,SC,Charleston
29423,SC,Charleston
29424,SC,Charleston
29425,SC,Charleston
29426,SC,Charleston
29429,SC,Charleston
29430,SC,Berkeley
29431,SC,Berkeley
29432,SC,Orangeburg
29433,SC,Colleton
29434,SC,Berkeley
29435,SC,Colleton
29436,SC,Berkeley
29437,SC,Dorchester
29438,SC,Colleton
29439,SC,Charleston
29440,SC,Georgetown
29442,SC,Georgetown
29445,SC,Berkeley
29446,SC,Colleton
29447,SC,Dorchester
29448,SC,Dorchester
29449,SC,Charleston
29450,SC,Berkeley
29451,SC,Charleston
29452,SC,Colleton
29453,SC,Berkeley
29455,SC,Charleston
29456,SC,Berkeley
29457,SC,Charleston
29458,SC,Charleston
29461,SC,Berkeley
29464,SC,Charleston
29465,SC,Charleston
29466,SC,Charleston
29468,SC,Berkeley
29469,SC,Berkeley
29470,SC,Charleston
29471,SC,Dorchester
29472,SC,Dorchester
29474,SC,Colleton
29475,SC,Colleton
29476,SC,Berkeley
29477,SC,Dorchester
29479,SC,Berkeley
29481,SC,Colleton
29482,SC,Charleston
29483,SC,Dorchester
29484,SC,Dorchester
29485,SC,Dorchester
29487,SC,Charleston
29488,SC,Colleton
29492,SC,Berkeley
29493,SC,Colleton
29501,SC,Florence
29502,SC,Florence
29503,SC,Florence
29504,SC,Florence
29505,SC,Florence
29506,SC,Florence
29510,SC,Georgetown
29511,SC,Horry
29512,SC,Marlboro
29516,SC,Marlboro
29518,SC,Williamsburg
29519,SC,Marion
29520,SC,Chesterfield
29525,SC,Marlboro
29526,SC,Horry
29527,SC,Horry
29528,SC,Horry
29530,SC,Florence
29532,SC,Darlington
29536,SC,Dillon
29540,SC,Darlington
29541,SC,Florence
29542,SC,Dillon
29543,SC,Dillon
29544,SC,Horry
29545,SC,Horry
29546,SC,Marion
29547,SC,Dillon
29550,SC,Darlington
29551,SC,Darlington
29554,SC,Williamsburg
29555,SC,Florence
29556,SC,Williamsburg
29560,SC,Florence
29563,SC,Dillon
29564,SC,Williamsburg
29565,SC,Dillon
29566,SC,Horry
29567,SC,Dillon
29568,SC,Horry
29569,SC,Horry
29570,SC,Marlboro
29571,SC,Marion
29572,SC,Horry
29573,SC,Dillon
29574,SC,Marion
29575,SC,Horry
29576,SC,Georgetown
29577,SC,Horry
29578,SC,Horry
29579,SC,Horry
29580,SC,Williamsburg
29581,SC,Horry
29582,SC,Horry
29583,SC,Florence
29584,SC,Chesterfield
29585,SC,Georgetown
29587,SC,Horry
29588,SC,Horry
29589,SC,Marion
29590,SC,Williamsburg
29591,SC,Florence
29592,SC,Marion
29593,SC,Darlington
29594,SC,Marlboro
29596,SC,Marlboro
29597,SC,Horry
29598,SC,Horry
29601,SC,Greenville
29602,SC,Greenville
29603,SC,Greenville
29604,SC,Greenville
29605,SC,Greenville
29606,SC,Greenville
29607,SC,Greenville
29608,SC,Greenville
29609,SC,Greenville
29610,SC,Greenville
29611,SC,Greenville
29612,SC,Greenville
29613,SC,Greenville
29614,SC,Greenville
29615,SC,Greenville
29616,SC,Greenville
29617,SC,Greenville
29620,SC,Abbeville
29621,SC,Anderson
29622,SC,Anderson
29623,SC,Anderson
29624,SC,Anderson
29625,SC,Anderson
29626,SC,Anderson
29627,SC,Anderson
29628,SC,Abbeville
29630,SC,Pickens
29631,SC,Pickens
29632,SC,Pickens
29633,SC,Pickens
29634,SC,Pickens
29635,SC,Greenville
29636,SC,Greenville
29638,SC,Abbeville
29639,SC,Abbeville
29640,SC,Pickens
29641,SC,Pickens
29642,SC,Pickens
29643,SC,Oconee
29644,SC,Greenville
29645,SC,Laurens
29646,SC,Greenwood
29647,SC,Greenwood
29648,SC,Greenwood
29649,SC,Greenwood
29650,SC,Greenville
29651,SC,Greenville
29652,SC,Greenville
29653,SC,Greenwood
29654,SC,Anderson
29655,SC,Anderson
29656,SC,Anderson
29657,SC,Pickens
29658,SC,Oconee
29659,SC,Abbeville
29661,SC,Greenville
29662,SC,Greenville
29664,SC,Oconee
29665,SC,Oconee
29666,SC,Greenwood
29667,SC,Pickens
29669,SC,Anderson
29670,SC,Anderson
29671,SC,Pickens
29672,SC,Oconee
29673,SC,Greenville
29675,SC,Oconee
29676,SC,Oconee
29677,SC,Anderson
29678,SC,Oconee
29679,SC,Oconee
29680,SC,Greenville
29681,SC,Greenville
29682,SC,Pickens
29683,SC,Greenville
29684,SC,Anderson
29685,SC,Pickens
29686,SC,Oconee
29687,SC,Greenville
29688,SC,Greenville
29689,SC,Anderson
29690,SC,Greenville
29691,SC,Oconee
29692,SC,Greenwood
29693,SC,Oconee
29695,SC,Greenwood
29696,SC,Oconee
29697,SC,Anderson
29698,SC,Spartanburg
29702,SC,Cherokee
29703,SC,York
29704,SC,York
29706,SC,Chester
29708,SC,York
29709,SC,Chesterfield
29710,SC,York
29712,SC,Chester
29714,SC,Chester
29715,SC,York
29716,SC,York
29717,SC,York
29718,SC,Chesterfield
29720,SC,Lancaster
29721,SC,Lancaster
29722,SC,Lancaster
29724,SC,Chester
29726,SC,York
29727,SC,Chesterfield
29728,SC,Chesterfield
29729,SC,Chester
29730,SC,York
29731,SC,York
29732,SC,York
29733,SC,York
29734,SC,York
29741,SC,Chesterfield
29742,SC,York
29743,SC,York
29744,SC,Lancaster
29745,SC,York
29801,SC,Aiken
29802,SC,Aiken
29803,SC,Aiken
29804,SC,Aiken
29805,SC,Aiken
29808,SC,Aiken
29809,SC,Aiken
29810,SC,Allendale
29812,SC,Barnwell
29813,SC,Barnwell
29816,SC,Aiken
29817,SC,Barnwell
29819,SC,Greenwood
29821,SC,Mccormick
29822,SC,Aiken
29824,SC,Edgefield
29826,SC,Barnwell
29827,SC,Allendale
29828,SC,Aiken
29829,SC,Aiken
29831,SC,Aiken
29832,SC,Edgefield
29834,SC,Aiken
29835,SC,Mccormick
29836,SC,Allendale
29838,SC,Mccormick
29839,SC,Aiken
29840,SC,Mccormick
29841,SC,Aiken
29842,SC,Aiken
29843,SC,Bamberg
29844,SC,Mccormick
29845,SC,Mccormick
29846,SC,Allendale
29847,SC,Edgefield
29848,SC,Greenwood
29849,SC,Allendale
29850,SC,Aiken
29851,SC,Aiken
29853,SC,Barnwell
29856,SC,Aiken
29860,SC,Aiken
29861,SC,Aiken
29899,SC,Mccormick
29901,SC,Beaufort
29902,SC,Beaufort
29903,SC,Beaufort
29904,SC,Beaufort
29905,SC,Beaufort
29906,SC,Beaufort
29910,SC,Beaufort
29911,SC,Hampton
29912,SC,Jasper
29913,SC,Hampton
29914,SC,Beaufort
29915,SC,Beaufort
29916,SC,Hampton
29918,SC,Hampton
29920,SC,Beaufort
29921,SC,Hampton
29922,SC,Hampton
29923,SC,Hampton
29924,SC,Hampton
29925,SC,Beaufort
29926,SC,Beaufort
29927,SC,Jasper
29928,SC,Beaufort
29929,SC,Colleton
29931,SC,Beaufort
29932,SC,Hampton
29933,SC,Hampton
29934,SC,Jasper
29935,SC,Beaufort
29936,SC,Jasper
29938,SC,Beaufort
29939,SC,Hampton
29940,SC,Beaufort
29941,SC,Beaufort
29943,SC,Jasper
29944,SC,Hampton
29945,SC,Hampton
30002,GA,Dekalb
30003,GA,Gwinnett
30004,GA,Fulton
30005,GA,Fulton
30006,GA,Cobb
30007,GA,Cobb
30008,GA,Cobb
30009,GA,Fulton
30010,GA,Gwinnett
30011,GA,Barrow
30012,GA,Rockdale
30013,GA,Rockdale
30014,GA,Newton
30015,GA,Newton
30016,GA,Newton
30017,GA,Gwinnett
30018,GA,Walton
30019,GA,Gwinnett
30021,GA,Dekalb
30022,GA,Fulton
30023,GA,Fulton
30024,GA,Gwinnett
30025,GA,Walton
30026,GA,Gwinnett
30028,GA,Forsyth
30029,GA,Gwinnett
30030,GA,Dekalb
30031,GA,Dekalb
30032,GA,Dekalb
30033,GA,Dekalb
30034,GA,Dekalb
30035,GA,Dekalb
30036,GA,Dekalb
30037,GA,Dekalb
30038,GA,Dekalb
30039,GA,Gwinnett
30040,GA,Forsyth
30041,GA,Forsyth
30042,GA,Gwinnett
30043,GA,Gwinnett
30044,GA,Gwinnett
30045,GA,Gwinnett
30046,GA,Gwinnett
30047,GA,Gwinnett
30048,GA,Gwinnett
30049,GA,Gwinnett
30052,GA,Gwinnett
30054,GA,Newton
30055,GA,Jasper
30056,GA,Newton
30058,GA,Dekalb
30060,GA,Cobb
30061,GA,Cobb
30062,GA,Cobb
30063,GA,Cobb
30064,GA,Cobb
30065,GA,Cobb
30066,GA,Cobb
30067,GA,Cobb
30068,GA,Cobb
30069,GA,Cobb
30070,GA,Newton
30071,GA,Gwinnett
30072,GA,Dekalb
30074,GA,Dekalb
30075,GA,Fulton
30076,GA,Fulton
30077,GA,Fulton
30078,GA,Gwinnett
30079,GA,Dekalb
30080,GA,Cobb
30081,GA,Cobb
30082,GA,Cobb
30083,GA,Dekalb
30084,GA,Dekalb
30085,GA,Dekalb
30086,GA,Dekalb
30087,GA,Dekalb
30088,GA,Dekalb
30090,GA,Cobb
30091,GA,Gwinnett
30092,GA,Gwinnett
30093,GA,Gwinnett
30094,GA,Rockdale
30095,GA,Gwinnett
30096,GA,Gwinnett
30097,GA,Gwinnett
30098,GA,Gwinnett
30099,GA,Gwinnett
30101,GA,Cobb
30102,GA,Cobb
30103,GA,Bartow
30104,GA,Polk
30105,GA,Floyd
30106,GA,Cobb
30107,GA,Cherokee
30108,GA,Carroll
30109,GA,Carroll
30110,GA,Haralson
30111,GA,Cobb
30113,GA,Haralson
30114,GA,Cherokee
30115,GA,Cherokee
30116,GA,Carroll
30117,GA,Carroll
30118,GA,Carroll
30119,GA,Carroll
30120,GA,Bartow
30121,GA,Bartow
30122,GA,Douglas
30123,GA,Bartow
30124,GA,Floyd
30125,GA,Polk
30126,GA,Cobb
30127,GA,Cobb
30129,GA,Floyd
30132,GA,Paulding
30133,GA,Douglas
30134,GA,Douglas
30135,GA,Douglas
30137,GA,Bartow
30138,GA,Polk
30139,GA,Gordon
30140,GA,Haralson
30141,GA,Paulding
30142,GA,Cherokee
30143,GA,Pickens
30144,GA,Cobb
30145,GA,Bartow
30146,GA,Cherokee
30147,GA,Floyd
30148,GA,Pickens
30149,GA,Floyd
30150,GA,Carroll
30151,GA,Cherokee
30152,GA,Cobb
30153,GA,Polk
30154,GA,Douglas
30156,GA,Cobb
30157,GA,Paulding
30160,GA,Cobb
30161,GA,Floyd
30162,GA,Floyd
30163,GA,Floyd
30164,GA,Floyd
30165,GA,Floyd
30168,GA,Cobb
30170,GA,Carroll
30171,GA,Bartow
30172,GA,Floyd
30173,GA,Floyd
30175,GA,Pickens
30176,GA,Haralson
30177,GA,Pickens
30178,GA,Bartow
30179,GA,Carroll
30180,GA,Carroll
30182,GA,Haralson
30183,GA,Cherokee
30184,GA,Bartow
30185,GA,Carroll
30187,GA,Douglas
30188,GA,Cherokee
30189,GA,Cherokee
30204,GA,Lamar
30205,GA,Fayette
30206,GA,Pike
30212,GA,Spalding
30213,GA,Fulton
30214,GA,Fayette
30215,GA,Fayette
30216,GA,Butts
30217,GA,Heard
30218,GA,Meriwether
30219,GA,Heard
30220,GA,Coweta
30222,GA,Meriwether
30223,GA,Spalding
30224,GA,Spalding
30228,GA,Henry
30229,GA,Coweta
30230,GA,Troup
30232,GA,Fayette
30233,GA,Butts
30234,GA,Butts
30236,GA,Clayton
30237,GA,Clayton
30238,GA,Clayton
30240,GA,Troup
30241,GA,Troup
30248,GA,Henry
30250,GA,Clayton
30251,GA,Meriwether
30252,GA,Henry
30253,GA,Henry
30256,GA,Pike
30257,GA,Lamar
30258,GA,Pike
30259,GA,Coweta
30260,GA,Clayton
30261,GA,Troup
30263,GA,Coweta
30264,GA,Coweta
30265,GA,Coweta
30266,GA,Spalding
30268,GA,Fulton
30269,GA,Fayette
30271,GA,Coweta
30272,GA,Fulton
30273,GA,Clayton
30274,GA,Clayton
30275,GA,Coweta
30276,GA,Coweta
30277,GA,Coweta
30281,GA,Henry
30284,GA,Spalding
30285,GA,Upson
30286,GA,Upson
30287,GA,Clayton
30288,GA,Dekalb
30289,GA,Coweta
30290,GA,Fayette
30291,GA,Fulton
30292,GA,Pike
30293,GA,Meriwether
30294,GA,Clayton
30295,GA,Pike
30296,GA,Clayton
30297,GA,Clayton
30298,GA,Clayton
30301,GA,Fulton
30302,GA,Fulton
30303,GA,Fulton
30304,GA,Fulton
30305,GA,Fulton
30306,GA,Fulton
30307,GA,Fulton
30308,GA,Fulton
30309,GA,Fulton
30310,GA,Fulton
30311,GA,Fulton
30312,GA,Fulton
30313,GA,Fulton
30314,GA,Fulton
30315,GA,Fulton
30316,GA,Fulton
30317,GA,Fulton
30318,GA,Fulton
30319,GA,Dekalb
30320,GA,Fulton
30321,GA,Fulton
30322,GA,Dekalb
30324,GA,Fulton
30325,GA,Fulton
30326,GA,Fulton
30327,GA,Fulton
30328,GA,Fulton
30329,GA,Dekalb
30330,GA,Fulton
30331,GA,Fulton
30332,GA,Fulton
30333,GA,Dekalb
30334,GA,Fulton
30336,GA,Fulton
30337,GA,Fulton
30338,GA,Fulton
30339,GA,Fulton
30340,GA,Dekalb
30341,GA,Dekalb
30342,GA,Fulton
30343,GA,Fulton
30344,GA,Fulton
30345,GA,Dekalb
30346,GA,Dekalb
30347,GA,Fulton
30348,GA,Fulton
30349,GA,Fulton
30350,GA,Dekalb
30353,GA,Fulton
30354,GA,Fulton
30355,GA,Fulton
30356,GA,Dekalb
30357,GA,Fulton
30358,GA,Fulton
30359,GA,Dekalb
30360,GA,Dekalb
30361,GA,Fulton
30362,GA,Dekalb
30364,GA,Fulton
30366,GA,Dekalb
30368,GA,Fulton
30369,GA,Fulton
30370,GA,Fulton
30371,GA,Fulton
30374,GA,Fulton
30375,GA,Fulton
30376,GA,Fulton
30377,GA,Fulton
30378,GA,Fulton
30379,GA,Fulton
30380,GA,Fulton
30384,GA,Fulton
30385,GA,Fulton
30386,GA,Fulton
30387,GA,Fulton
30388,GA,Fulton
30389,GA,Fulton
30390,GA,Fulton
30392,GA,Fulton
30394,GA,Fulton
30396,GA,Fulton
30398,GA,Fulton
30399,GA,Fulton
30401,GA,Emanuel
30410,GA,Montgomery
30411,GA,Wheeler
30412,GA,Montgomery
30413,GA,Jefferson
30414,GA,Evans
30415,GA,Bulloch
30417,GA,Evans
30420,GA,Tattnall
30421,GA,Tattnall
30423,GA,Evans
30424,GA,Screven
30425,GA,Emanuel
30426,GA,Burke
30427,GA,Tattnall
30428,GA,Wheeler
30429,GA,Evans
30434,GA,Jefferson
30436,GA,Toombs
30438,GA,Tattnall
30439,GA,Candler
30441,GA,Burke
30442,GA,Jenkins
30445,GA,Montgomery
30446,GA,Screven
30447,GA,Emanuel
30448,GA,Emanuel
30449,GA,Screven
30450,GA,Bulloch
30451,GA,Candler
30452,GA,Bulloch
30453,GA,Tattnall
30454,GA,Laurens
30455,GA,Screven
30456,GA,Burke
30457,GA,Treutlen
30458,GA,Bulloch
30459,GA,Bulloch
30460,GA,Bulloch
30461,GA,Bulloch
30464,GA,Emanuel
30467,GA,Screven
30470,GA,Montgomery
30471,GA,Emanuel
30473,GA,Montgomery
30474,GA,Toombs
30475,GA,Toombs
30477,GA,Jefferson
30499,GA,Tattnall
30501,GA,Hall
30502,GA,Hall
30503,GA,Hall
30504,GA,Hall
30506,GA,Hall
30507,GA,Hall
30510,GA,Habersham
30511,GA,Banks
30512,GA,Union
30513,GA,Fannin
30514,GA,Union
30515,GA,Gwinnett
30516,GA,Hart
30517,GA,Jackson
30518,GA,Gwinnett
30519,GA,Gwinnett
30520,GA,Franklin
30521,GA,Franklin
30522,GA,Gilmer
30523,GA,Habersham
30525,GA,Rabun
30527,GA,Hall
30528,GA,White
30529,GA,Jackson
30530,GA,Jackson
30531,GA,Habersham
30533,GA,Lumpkin
30534,GA,Dawson
30535,GA,Habersham
30537,GA,Rabun
30538,GA,Stephens
30539,GA,Gilmer
30540,GA,Gilmer
30541,GA,Fannin
30542,GA,Hall
30543,GA,Hall
30544,GA,Habersham
30545,GA,White
30546,GA,Towns
30547,GA,Banks
30548,GA,Jackson
30549,GA,Jackson
30552,GA,Rabun
30553,GA,Franklin
30554,GA,Hall
30555,GA,Fannin
30557,GA,Stephens
30558,GA,Banks
30559,GA,Fannin
30560,GA,Fannin
30562,GA,Rabun
30563,GA,Habersham
30564,GA,Hall
30565,GA,Jackson
30566,GA,Hall
30567,GA,Jackson
30568,GA,Rabun
30571,GA,White
30572,GA,Union
30573,GA,Rabun
30575,GA,Jackson
30576,GA,Rabun
30577,GA,Stephens
30580,GA,Habersham
30581,GA,Rabun
30582,GA,Towns
30596,GA,Habersham
30597,GA,Lumpkin
30598,GA,Stephens
30599,GA,Jackson
30601,GA,Clarke
30602,GA,Clarke
30603,GA,Clarke
30604,GA,Clarke
30605,GA,Clarke
30606,GA,Clarke
30607,GA,Clarke
30608,GA,Clarke
30609,GA,Clarke
30612,GA,Clarke
30619,GA,Oglethorpe
30620,GA,Barrow
30621,GA,Oconee
30622,GA,Oconee
30623,GA,Morgan
30624,GA,Elbert
30625,GA,Morgan
30627,GA,Madison
30628,GA,Madison
30629,GA,Madison
30630,GA,Oglethorpe
30631,GA,Taliaferro
30633,GA,Madison
30634,GA,Elbert
30635,GA,Elbert
30638,GA,Oconee
30639,GA,Franklin
30641,GA,Walton
30642,GA,Greene
30643,GA,Hart
30645,GA,Morgan
30646,GA,Madison
30647,GA,Madison
30648,GA,Oglethorpe
30650,GA,Morgan
30655,GA,Walton
30656,GA,Walton
30660,GA,Wilkes
30662,GA,Franklin
30663,GA,Morgan
30664,GA,Taliaferro
30665,GA,Greene
30666,GA,Barrow
30667,GA,Oglethorpe
30668,GA,Wilkes
30669,GA,Greene
30671,GA,Oglethorpe
30673,GA,Wilkes
30677,GA,Oconee
30678,GA,Greene
30680,GA,Barrow
30683,GA,Clarke
30701,GA,Gordon
30703,GA,Gordon
30705,GA,Murray
30707,GA,Walker
30708,GA,Murray
30710,GA,Whitfield
30711,GA,Murray
30719,GA,Whitfield
30720,GA,Whitfield
30721,GA,Whitfield
30722,GA,Whitfield
30724,GA,Murray
30725,GA,Walker
30726,GA,Catoosa
30728,GA,Walker
30730,GA,Chattooga
30731,GA,Chattooga
30732,GA,Gordon
30733,GA,Gordon
30734,GA,Gordon
30735,GA,Gordon
30736,GA,Catoosa
30738,GA,Dade
30739,GA,Walker
30740,GA,Whitfield
30741,GA,Walker
30742,GA,Catoosa
30746,GA,Gordon
30747,GA,Chattooga
30750,GA,Walker
30751,GA,Murray
30752,GA,Dade
30753,GA,Chattooga
30755,GA,Whitfield
30756,GA,Whitfield
30757,GA,Dade
30802,GA,Columbia
30803,GA,Jefferson
30805,GA,Richmond
30806,GA,Mcduffie
30807,GA,Warren
30808,GA,Mcduffie
30809,GA,Columbia
30810,GA,Glascock
30811,GA,Burke
30812,GA,Richmond
30813,GA,Columbia
30814,GA,Columbia
30815,GA,Richmond
30816,GA,Burke
30817,GA,Lincoln
30818,GA,Jefferson
30819,GA,Warren
30820,GA,Glascock
30821,GA,Warren
30822,GA,Jenkins
30823,GA,Jefferson
30824,GA,Mcduffie
30828,GA,Warren
30830,GA,Burke
30833,GA,Jefferson
30901,GA,Richmond
30903,GA,Richmond
30904,GA,Richmond
30905,GA,Richmond
30906,GA,Richmond
30907,GA,Richmond
30909,GA,Richmond
30910,GA,Richmond
30911,GA,Richmond
30912,GA,Richmond
30913,GA,Richmond
30914,GA,Richmond
30916,GA,Richmond
30917,GA,Columbia
30919,GA,Richmond
30999,GA,Richmond
31001,GA,Wilcox
31002,GA,Emanuel
31003,GA,Wilkinson
31004,GA,Monroe
31005,GA,Houston
31006,GA,Taylor
31007,GA,Dooly
31008,GA,Peach
31009,GA,Laurens
31010,GA,Crisp
31011,GA,Dodge
31012,GA,Dodge
31013,GA,Houston
31014,GA,Bleckley
31015,GA,Crisp
31016,GA,Monroe
31017,GA,Twiggs
31018,GA,Washington
31019,GA,Laurens
31020,GA,Twiggs
31021,GA,Laurens
31022,GA,Laurens
31023,GA,Dodge
31024,GA,Putnam
31025,GA,Houston
31027,GA,Laurens
31028,GA,Houston
31029,GA,Monroe
31030,GA,Peach
31031,GA,Wilkinson
31032,GA,Jones
31033,GA,Jones
31034,GA,Baldwin
31035,GA,Washington
31036,GA,Pulaski
31037,GA,Telfair
31038,GA,Jasper
31039,GA,Taylor
31040,GA,Laurens
31041,GA,Macon
31042,GA,Wilkinson
31044,GA,Twiggs
31045,GA,Warren
31046,GA,Monroe
31047,GA,Houston
31049,GA,Johnson
31050,GA,Crawford
31051,GA,Dooly
31052,GA,Crawford
31054,GA,Wilkinson
31055,GA,Telfair
31057,GA,Macon
31058,GA,Taylor
31059,GA,Baldwin
31060,GA,Telfair
31061,GA,Baldwin
31062,GA,Baldwin
31063,GA,Macon
31064,GA,Jasper
31065,GA,Laurens
31066,GA,Crawford
31067,GA,Washington
31068,GA,Macon
31069,GA,Houston
31070,GA,Dooly
31071,GA,Wilcox
31072,GA,Wilcox
31073,GA,Dodge
31075,GA,Laurens
31076,GA,Taylor
31077,GA,Dodge
31078,GA,Crawford
31079,GA,Wilcox
31081,GA,Taylor
31082,GA,Washington
31083,GA,Telfair
31084,GA,Wilcox
31085,GA,Jasper
31086,GA,Monroe
31087,GA,Hancock
31088,GA,Houston
31089,GA,Washington
31090,GA,Wilkinson
31091,GA,Dooly
31092,GA,Dooly
31093,GA,Houston
31094,GA,Washington
31095,GA,Houston
31096,GA,Johnson
31097,GA,Upson
31098,GA,Houston
31099,GA,Houston
31106,GA,Fulton
31107,GA,Fulton
31119,GA,Dekalb
31126,GA,Fulton
31131,GA,Fulton
31139,GA,Fulton
31141,GA,Dekalb
31145,GA,Dekalb
31146,GA,Dekalb
31150,GA,Fulton
31156,GA,Fulton
31191,GA,Fulton
31192,GA,Fulton
31193,GA,Fulton
31195,GA,Fulton
31196,GA,Fulton
31197,GA,Fulton
31198,GA,Fulton
31199,GA,Fulton
31201,GA,Bibb
31202,GA,Bibb
31203,GA,Bibb
31204,GA,Bibb
31205,GA,Bibb
31206,GA,Bibb
31207,GA,Bibb
31208,GA,Bibb
31209,GA,Bibb
31210,GA,Bibb
31211,GA,Bibb
31212,GA,Bibb
31213,GA,Bibb
31216,GA,Bibb
31217,GA,Bibb
31220,GA,Bibb
31221,GA,Bibb
31294,GA,Bibb
31295,GA,Bibb
31296,GA,Bibb
31297,GA,Bibb
31298,GA,Bibb
31299,GA,Bibb
31301,GA,Liberty
31302,GA,Chatham
31303,GA,Effingham
31304,GA,Mcintosh
31305,GA,Mcintosh
31307,GA,Effingham
31308,GA,Bryan
31309,GA,Liberty
31310,GA,Liberty
31312,GA,Effingham
31313,GA,Liberty
31314,GA,Liberty
31315,GA,Liberty
31316,GA,Long
31318,GA,Effingham
31319,GA,Mcintosh
31320,GA,Liberty
31321,GA,Bryan
31322,GA,Chatham
31323,GA,Liberty
31324,GA,Bryan
31326,GA,Effingham
31327,GA,Mcintosh
31328,GA,Chatham
31329,GA,Effingham
31331,GA,Mcintosh
31333,GA,Liberty
31401,GA,Chatham
31402,GA,Chatham
31403,GA,Chatham
31404,GA,Chatham
31405,GA,Chatham
31406,GA,Chatham
31407,GA,Chatham
31408,GA,Chatham
31409,GA,Chatham
31410,GA,Chatham
31411,GA,Chatham
31412,GA,Chatham
31414,GA,Chatham
31415,GA,Chatham
31416,GA,Chatham
31418,GA,Chatham
31419,GA,Chatham
31420,GA,Chatham
31421,GA,Chatham
31422,GA,Chatham
31498,GA,Chatham
31499,GA,Chatham
31501,GA,Ware
31502,GA,Ware
31503,GA,Ware
31510,GA,Bacon
31512,GA,Coffee
31513,GA,Appling
31515,GA,Appling
31516,GA,Pierce
31518,GA,Pierce
31519,GA,Coffee
31520,GA,Glynn
31521,GA,Glynn
31522,GA,Glynn
31523,GA,Glynn
31524,GA,Glynn
31525,GA,Glynn
31527,GA,Glynn
31532,GA,Jeff Davis
31533,GA,Coffee
31534,GA,Coffee
31535,GA,Coffee
31537,GA,Charlton
31539,GA,Jeff Davis
31542,GA,Brantley
31543,GA,Brantley
31544,GA,Telfair
31545,GA,Wayne
31546,GA,Wayne
31547,GA,Camden
31548,GA,Camden
31549,GA,Telfair
31550,GA,Ware
31551,GA,Pierce
31552,GA,Ware
31553,GA,Brantley
31554,GA,Coffee
31555,GA,Wayne
31556,GA,Pierce
31557,GA,Pierce
31558,GA,Camden
31560,GA,Wayne
31561,GA,Glynn
31563,GA,Appling
31564,GA,Ware
31565,GA,Camden
31566,GA,Brantley
31567,GA,Coffee
31568,GA,Camden
31569,GA,Camden
31598,GA,Wayne
31599,GA,Wayne
31601,GA,Lowndes
31602,GA,Lowndes
31603,GA,Lowndes
31604,GA,Lowndes
31605,GA,Lowndes
31606,GA,Lowndes
31620,GA,Cook
31622,GA,Berrien
31623,GA,Clinch
31624,GA,Atkinson
31625,GA,Brooks
31626,GA,Thomas
31627,GA,Cook
31629,GA,Brooks
31630,GA,Clinch
31631,GA,Clinch
31632,GA,Lowndes
31634,GA,Clinch
31635,GA,Lanier
31636,GA,Lowndes
31637,GA,Cook
31638,GA,Brooks
31639,GA,Berrien
31641,GA,Lowndes
31642,GA,Atkinson
31643,GA,Brooks
31645,GA,Berrien
31646,GA,Charlton
31647,GA,Cook
31648,GA,Echols
31649,GA,Lanier
31650,GA,Atkinson
31698,GA,Lowndes
31699,GA,Lowndes
31701,GA,Dougherty
31702,GA,Dougherty
31703,GA,Dougherty
31704,GA,Dougherty
31705,GA,Dougherty
31706,GA,Dougherty
31707,GA,Dougherty
31708,GA,Dougherty
31709,GA,Sumter
31710,GA,Sumter
31711,GA,Sumter
31712,GA,Crisp
31713,GA,Calhoun
31714,GA,Turner
31715,GA,Decatur
31716,GA,Mitchell
31717,GA,Decatur
31718,GA,Decatur
31720,GA,Brooks
31722,GA,Colquitt
31723,GA,Early
31724,GA,Clay
31725,GA,Decatur
31726,GA,Terrell
31727,GA,Tift
31728,GA,Grady
31729,GA,Grady
31730,GA,Mitchell
31732,GA,Early
31733,GA,Tift
31734,GA,Decatur
31735,GA,Sumter
31736,GA,Randolph
31737,GA,Miller
31738,GA,Thomas
31739,GA,Mitchell
31740,GA,Randolph
31741,GA,Early
31742,GA,Terrell
31743,GA,Sumter
31744,GA,Colquitt
31745,GA,Seminole
31746,GA,Calhoun
31747,GA,Colquitt
31749,GA,Berrien
31750,GA,Ben Hill
31751,GA,Clay
31752,GA,Decatur
31753,GA,Colquitt
31754,GA,Quitman
31756,GA,Colquitt
31757,GA,Thomas
31758,GA,Thomas
31759,GA,Seminole
31760,GA,Irwin
31761,GA,Early
31762,GA,Calhoun
31763,GA,Lee
31764,GA,Sumter
31765,GA,Thomas
31766,GA,Calhoun
31767,GA,Quitman
31768,GA,Colquitt
31769,GA,Irwin
31770,GA,Baker
31771,GA,Colquitt
31772,GA,Worth
31773,GA,Thomas
31774,GA,Irwin
31775,GA,Tift
31776,GA,Colquitt
31777,GA,Terrell
31778,GA,Thomas
31779,GA,Mitchell
31780,GA,Sumter
31781,GA,Worth
31782,GA,Dougherty
31783,GA,Turner
31784,GA,Mitchell
31785,GA,Terrell
31786,GA,Randolph
31787,GA,Lee
31789,GA,Worth
31790,GA,Turner
31791,GA,Worth
31792,GA,Thomas
31793,GA,Tift
31794,GA,Tift
31795,GA,Tift
31796,GA,Worth
31797,GA,Grady
31798,GA,Irwin
31799,GA,Thomas
31801,GA,Talbot
31803,GA,Marion
31804,GA,Harris
31805,GA,Chattahoochee
31806,GA,Schley
31807,GA,Harris
31808,GA,Muscogee
31810,GA,Talbot
31811,GA,Harris
31812,GA,Talbot
31814,GA,Stewart
31815,GA,Stewart
31816,GA,Meriwether
31820,GA,Muscogee
