userid,movieid,rating,timestamp
22,2762,4,36
22,2763,2,39
22,353,1,36
22,2699,1,36
22,32,4,36
22,2406,3,36
22,39,2,36
22,288,2,36
22,1608,1,36
22,2193,4,42
22,1391,4,36
22,1394,5,36
22,2916,4,36
22,2918,4,36
22,500,3,36
22,1036,4,36
22,3578,5,36
22,1037,1,36
22,3210,3,36
22,434,3,39
22,292,3,36
22,368,4,36
22,47,4,36
22,296,3,36
22,2273,1,36
22,1544,1,36
22,2858,5,36
22,442,2,36
22,377,1,36
22,1625,3,36
22,1552,2,36
22,1485,1,36
22,3809,4,36
22,2791,4,36
22,1127,4,42
22,1994,4,36
22,2797,3,36
22,380,4,36
22,454,2,36
22,2502,3,36
22,3160,4,39
22,457,3,39
22,2291,4,36
22,1200,4,36
22,2003,3,36
22,2005,4,42
22,1136,4,36
22,608,5,36
22,70,4,36
22,466,3,36
22,2371,3,36
22,3247,2,36
22,3174,4,36
22,3176,2,42
22,1573,4,36
22,104,3,36
22,2011,4,57
22,2012,3,36
22,1210,3,36
22,3753,3,36
22,1214,4,36
22,1215,4,36
22,610,4,36
22,1073,3,42
22,543,4,36
22,474,3,36
22,3253,4,36
22,3255,2,36
22,3257,1,36
22,1653,3,36
22,1580,2,36
22,110,4,36
22,111,4,36
22,1584,4,36
22,1222,4,36
22,1225,5,36
22,1080,4,36
22,3698,4,57
22,480,2,36
22,555,4,39
22,1089,4,36
22,1732,4,36
22,2391,4,36
22,95,4,36
22,2393,1,36
22,2395,4,36
22,2396,2,36
22,2100,2,36
22,1597,3,36
22,2108,3,36
22,708,3,36
22,1097,3,57
22,2542,4,39
22,2616,1,39
22,2470,2,36
22,2617,3,39
22,1673,4,36
22,1747,4,36
22,1748,4,36
22,2478,3,36
22,1676,4,36
22,208,2,39
22,1240,4,36
22,2985,2,36
22,1246,3,36
22,1247,4,36
23,1249,5,36
23,1179,3,36
23,648,4,36
23,2628,4,36
23,1320,2,36
23,3793,4,36
23,2054,4,36
23,1252,3,36
23,2997,5,36
23,1258,4,62
23,589,4,36
23,1909,3,36
23,1690,5,36
23,1,4,36
23,2,2,36
23,6,3,36
23,1407,2,36
23,2064,4,36
23,1265,5,36
23,1196,5,36
23,2712,5,62
23,2640,5,36
23,1199,3,36
23,592,3,36
23,2641,3,62
23,1912,4,36
23,593,4,36
23,595,3,36
23,2571,3,36
23,161,2,36
23,235,3,36
23,2140,2,36
23,1343,2,36
23,3527,4,36
23,2657,4,36
23,1784,3,36
23,316,3,36
23,317,3,36
23,1356,4,36
23,750,4,36
23,3396,3,62
23,3101,2,36
23,2599,4,36
23,3104,4,36
23,1500,4,36
23,329,3,36
23,3108,4,36
23,2160,4,36
23,903,3,36
23,904,3,36
23,908,3,36
23,3471,5,36
23,1876,1,36
23,260,5,36
23,11,2,36
23,16,4,36
23,1517,4,36
23,198,4,36
23,2174,4,36
23,1372,3,36
23,1375,3,36
23,1376,4,36
23,1953,4,36
23,3489,2,36
23,1885,3,36
23,21,4,36
23,3052,5,62
23,1527,5,36
23,924,2,36
23,3702,1,36
23,780,4,36
23,3703,2,36
23,858,5,36
23,2762,4,36
23,3638,5,36
23,788,3,36
23,2692,5,36
23,1965,4,36
23,2699,2,36
23,32,4,36
23,34,3,36
23,357,1,36
23,2407,3,36
23,39,4,36
23,2193,2,36
23,2268,3,36
23,1396,4,36
23,2916,5,36
23,1036,5,36
23,3578,4,36
23,1610,3,36
23,293,2,36
23,367,3,36
23,47,2,36
23,296,5,36
23,3147,2,36
23,1617,2,36
23,1544,3,36
23,2278,3,36
23,2858,4,36
23,442,3,36
23,50,4,36
23,377,5,36
23,1625,4,36
23,2355,3,36
23,2288,3,36
23,2289,4,36
23,3809,4,36
23,1127,5,36
23,1129,4,36
23,1994,4,36
23,2797,4,36
23,1997,3,36
23,2502,3,36
23,457,3,36
23,2000,4,36
23,1200,3,36
23,2005,1,36
23,1204,4,62
23,2871,3,36
23,2872,3,36
23,1206,3,36
23,1060,1,36
23,2948,4,36
23,608,4,36
23,70,4,36
23,3175,3,36
23,1645,3,36
23,1573,4,36
23,2011,4,36
23,3751,3,36
23,2012,4,36
23,1213,3,36
23,1214,3,36
23,1215,4,36
23,610,5,36
23,1219,3,36
23,1073,5,36
23,541,5,36
23,1148,3,36
23,1077,4,36
23,3253,2,36
23,3256,3,36
23,2528,4,36
23,2455,4,36
23,1653,3,36
23,1580,4,36
23,2529,3,36
23,111,3,36
23,1729,3,36
23,1584,3,36
23,2021,2,36
23,1221,4,36
23,3763,2,36
23,1222,5,62
23,2968,4,36
23,3698,4,36
23,551,4,36
23,3699,5,36
23,480,5,36
23,555,3,36
23,1089,4,36
23,1805,3,36
23,2391,3,36
23,2393,3,36
23,2395,4,36
23,2396,3,36
23,2100,4,36
23,2105,2,36
23,2108,5,36
23,1234,5,36
23,1090,3,62
23,1097,4,36
23,2542,4,36
23,2617,5,62
23,1747,3,36
23,1674,2,36
23,1748,4,36
23,1676,3,36
23,1240,5,36
23,2985,5,36
33,1249,2,37
33,3421,2,36
33,1682,2,37
33,2124,3,37
33,1250,3,36
33,1252,3,37
33,3868,3,36
33,1183,2,37
33,2997,3,36
33,1258,5,37
33,1259,5,36
33,653,2,36
33,3504,3,37
33,3362,4,36
33,3363,4,37
33,586,4,37
33,589,4,37
33,223,1,37
33,150,4,37
33,1333,5,37
33,2064,2,37
33,1263,4,36
33,1265,3,36
33,1339,5,37
33,1266,4,36
33,1193,5,37
33,733,2,36
33,1196,5,36
33,590,2,37
33,1198,5,36
33,2640,4,37
33,592,4,36
33,593,5,36
33,594,3,37
33,2716,4,37
33,595,3,37
33,2571,3,36
33,300,2,36
33,1343,5,37
33,1270,4,37
33,1272,4,37
33,2076,3,36
33,1278,3,36
33,3526,3,37
33,3527,5,37
33,3386,5,36
33,1784,4,37
33,316,2,36
33,318,5,36
33,2080,3,37
33,1356,4,36
33,1358,5,37
33,1287,3,37
33,3608,4,37
33,3396,2,36
33,3100,2,36
33,3101,4,36
33,2160,4,37
33,903,4,36
33,1291,5,36
33,904,4,36
33,1294,3,36
33,908,5,36
33,1299,3,36
33,3471,4,37
33,2746,2,37
33,3476,3,37
33,1947,3,37
33,260,5,36
33,337,3,36
33,16,3,36
33,17,1,37
33,910,2,37
33,1517,4,36
33,2174,3,36
33,1372,4,36
33,912,3,37
33,1374,4,37
33,919,4,36
33,3552,4,36
33,1953,4,36
33,1954,3,36
33,1885,5,37
33,349,5,37
33,1380,2,37
33,923,2,37
33,924,4,36
33,1387,4,36
33,858,5,36
33,2908,3,36
33,2762,4,36
33,1961,4,36
33,1028,4,37
33,3499,4,36
33,32,2,36
33,34,2,36
33,36,4,37
33,2406,3,36
33,2193,3,36
33,2194,5,36
33,2268,5,37
33,1393,2,37
33,1394,3,37
33,1101,4,36
33,2915,3,37
33,2916,4,36
33,2918,3,37
33,1035,5,36
33,509,2,36
33,364,3,36
33,1610,5,37
33,293,3,37
33,3072,5,36
33,47,5,37
33,296,3,36
33,3147,5,37
33,2278,3,37
33,2858,4,36
33,50,3,37
33,377,4,36
33,2353,4,36
33,1625,2,36
33,2288,4,37
33,953,4,37
33,2791,4,36
33,1127,4,36
33,1994,4,36
33,2797,3,36
33,1997,5,36
33,527,3,36
33,454,4,36
33,2366,3,37
33,2000,5,37
33,2001,4,36
33,1200,4,37
33,1201,5,37
33,3671,3,36
33,2944,4,36
33,2871,5,37
33,969,4,36
33,1206,4,36
33,1207,5,37
33,2947,5,37
33,1208,4,36
33,2948,4,37
33,1136,4,36
33,608,4,36
33,1210,5,36
33,1213,5,36
33,1214,4,36
33,1219,5,36
33,2959,3,36
33,1079,5,36
33,474,5,37
33,1721,5,36
33,3253,3,36
33,3256,5,36
33,2455,4,36
33,1653,2,37
33,110,2,37
33,2529,5,36
33,111,5,36
33,1729,5,37
33,1584,4,37
33,1221,5,37
33,1222,4,37
33,1225,5,36
33,1080,3,37
33,3699,2,36
33,480,5,36
33,1088,2,36
33,555,4,37
33,1089,5,37
33,2391,4,36
33,1663,2,37
33,2396,2,36
33,3911,2,36
33,1302,2,36
33,1230,3,37
33,1304,3,37
33,1231,3,36
33,2109,4,37
33,1234,5,37
33,1235,3,37
33,1090,3,37
33,1092,4,36
33,1094,4,36
33,1097,4,37
33,3418,4,36
33,1674,5,36
33,2115,4,36
33,1240,4,36
33,1246,5,37
33,1247,3,37
36,2987,5,36
36,1249,5,36
36,3424,5,36
36,648,5,36
36,2628,3,36
36,1320,3,36
36,1250,5,36
36,3793,4,36
36,2058,4,36
36,2700,5,36
36,1259,5,36
36,3504,5,36
36,3361,5,36
36,2706,5,36
36,1831,3,36
36,587,4,36
36,2490,4,36
36,588,4,36
36,589,5,36
36,1909,5,36
36,223,5,36
36,1,5,36
36,6,5,36
36,2064,5,36
36,1408,5,36
36,1265,4,36
36,1266,5,139
36,733,4,36
36,1196,5,36
36,1197,4,36
36,1198,4,62
36,2640,4,62
36,592,5,62
36,1912,5,98
36,593,5,36
36,2716,4,36
36,595,4,139
36,2571,5,36
36,597,5,36
36,3448,4,36
36,161,4,36
36,235,3,36
36,165,4,36
36,2145,5,36
36,1270,5,36
36,1272,5,36
36,2078,4,36
36,1276,5,36
36,1278,5,36
36,3526,4,36
36,3527,5,36
36,1923,5,36
36,2580,5,36
36,316,3,36
36,246,5,36
36,2081,5,36
36,1356,5,36
36,1358,5,36
36,1285,3,36
36,3101,5,36
36,2599,4,36
36,3104,4,62
36,329,3,36
36,3039,4,36
36,1291,5,98
36,2167,5,98
36,2094,4,36
36,1292,5,93
36,1299,5,36
36,2671,5,36
36,2746,2,36
36,10,4,36
36,1876,4,36
36,260,5,62
36,11,4,36
36,3114,5,36
36,16,3,36
36,2243,4,36
36,1370,4,36
36,1517,4,36
36,198,5,98
36,1372,2,36
36,912,5,36
36,2248,5,36
36,1374,4,62
36,1376,3,62
36,3623,5,36
36,3552,4,36
36,2683,5,36
36,1954,4,62
36,21,5,36
36,2321,3,36
36,3052,4,36
36,349,4,36
36,1527,4,36
36,924,4,36
36,852,4,36
36,3702,4,62
36,780,4,36
36,1387,5,98
36,858,5,62
36,785,5,36
36,2762,5,36
36,1960,5,36
36,2763,4,36
36,788,4,36
36,2694,3,139
36,1968,4,36
36,2699,5,36
36,32,5,36
36,356,5,36
36,34,5,36
36,2406,4,36
36,2407,3,36
36,1608,5,62
36,2194,5,62
36,1393,5,36
36,1396,5,36
36,1101,5,62
36,2915,4,36
36,2916,4,36
36,2918,4,36
36,500,4,36
36,1036,4,62
36,3578,5,36
36,1610,5,36
36,292,4,62
36,3072,4,36
36,368,4,62
36,47,5,36
36,296,5,139
36,3147,5,36
36,2273,4,62
36,1617,4,36
36,1544,3,36
36,2278,4,36
36,2858,4,36
36,441,3,36
36,2424,5,36
36,3081,4,36
36,2352,4,36
36,377,5,36
36,2353,4,36
36,2355,5,36
36,1485,4,36
36,2288,4,36
36,3591,3,36
36,2791,5,36
36,1127,4,36
36,2797,4,36
36,380,4,36
36,527,5,36
36,454,5,36
36,2502,3,36
36,457,5,36
36,2294,5,36
36,2369,4,139
36,2000,4,36
36,1569,5,36
36,2001,5,62
36,1200,5,36
36,1201,4,98
36,3671,5,36
36,2871,3,36
36,969,4,36
36,1208,5,36
36,2948,4,62
36,1136,4,36
36,608,5,36
36,466,4,36
36,1641,4,36
36,2371,4,36
36,3174,4,139
36,3175,5,36
36,3176,5,36
36,1645,4,36
36,1573,5,36
36,2012,3,36
36,1210,5,36
36,3753,4,36
36,1214,5,36
36,610,3,62
36,2959,4,36
36,541,5,62
36,1079,5,36
36,474,5,36
36,3253,5,36
36,1722,4,36
36,3255,4,36
36,3256,4,36
36,1653,5,36
36,1580,4,36
36,110,4,36
36,2529,5,62
36,111,3,36
36,1584,4,36
36,1586,4,36
36,1221,3,62
36,3763,4,36
36,2890,4,36
36,2028,4,36
36,1080,3,36
36,3697,4,36
36,551,4,36
36,480,5,36
36,555,5,62
36,3408,5,45
36,3263,4,36
36,1805,5,36
36,2391,4,36
36,1663,4,36
36,2393,4,36
36,2395,4,36
36,2100,4,36
36,1597,4,62
36,2105,3,62
36,2108,3,36
36,1233,4,36
36,1307,4,36
36,1090,5,36
36,1092,4,36
36,1094,4,36
36,708,4,36
36,1097,4,36
36,3418,3,62
36,2617,4,62
36,1747,3,36
36,1674,4,36
36,1676,4,36
36,2115,5,98
36,1240,4,36
36,1244,4,36
36,2985,4,98
45,2124,3,36
45,2054,3,36
45,2997,2,36
45,2700,1,36
45,3504,3,36
45,586,3,36
45,587,5,36
45,588,3,36
45,1,4,36
45,153,2,36
45,1265,4,36
45,1197,3,36
45,736,2,36
45,2716,5,36
45,2717,3,36
45,3448,2,36
45,235,3,36
45,2144,3,36
45,1270,5,36
45,1278,3,36
45,3450,4,36
45,2723,2,36
45,1923,1,36
45,2657,2,36
45,1784,4,36
45,317,3,36
45,2150,1,36
45,2081,3,36
45,3608,4,36
45,2599,3,36
45,2302,3,36
45,1500,1,36
45,3108,1,36
45,1292,2,36
45,3543,2,36
45,2671,5,36
45,11,5,36
45,3114,4,36
45,339,4,36
45,266,4,36
45,2243,3,36
45,910,5,36
45,2174,3,36
45,2248,4,36
45,2321,3,36
45,25,4,36
45,3052,5,36
45,1380,3,36
45,920,4,36
45,852,2,36
45,2694,1,36
45,1028,4,36
45,1968,3,36
45,34,1,36
45,357,5,36
45,2406,3,36
45,2407,4,36
45,39,5,36
45,2915,4,36
45,2918,3,36
45,500,3,36
45,509,1,36
45,2858,3,36
45,440,5,36
45,2424,2,36
45,2352,4,36
45,377,3,36
45,2355,1,36
45,1485,2,36
45,3591,3,36
45,2791,3,36
45,527,1,36
45,1639,3,36
45,2369,5,36
45,3671,3,36
45,969,5,36
45,539,3,36
45,1641,3,36
45,3175,5,36
45,104,1,36
45,2011,3,36
45,2012,3,36
45,1077,3,36
45,3253,1,36
45,3255,3,36
45,3257,2,36
45,1580,4,36
45,2020,3,36
45,3699,4,36
45,2396,3,36
45,2100,4,36
45,1230,3,36
45,1304,3,36
45,2109,2,36
45,1307,3,36
45,1235,4,36
45,708,4,36
45,497,4,36
45,1244,4,36
45,1247,3,36
131,2987,5,35
131,1249,4,35
131,1250,5,35
131,1183,4,35
131,2997,3,35
131,1258,4,35
131,1259,2,35
131,653,1,35
131,588,3,35
131,589,5,35
131,1,3,35
131,3006,4,35
131,1407,4,35
131,2064,4,35
131,1265,5,35
131,1339,4,35
131,1266,3,35
131,1193,5,35
131,1196,4,35
131,1197,4,35
131,1198,5,35
131,592,4,35
131,593,4,35
131,595,4,35
131,597,3,35
131,1270,4,35
131,2076,4,35
131,2081,3,35
131,750,4,35
131,1358,4,35
131,1285,5,35
131,1288,2,35
131,3108,3,35
131,903,4,35
131,1291,3,35
131,1292,4,35
131,2243,4,35
131,910,3,61
131,912,4,36
131,2248,2,35
131,1375,3,35
131,1376,2,35
131,1377,2,35
131,919,4,35
131,778,4,35
131,2324,4,35
131,920,2,35
131,923,4,35
131,924,5,35
131,780,1,35
131,858,4,35
131,2336,4,35
131,1610,4,35
131,1617,5,35
131,3081,3,35
131,1625,3,39
131,2289,5,35
131,1704,4,35
131,1639,3,35
131,104,2,35
131,1721,1,35
131,2455,4,35
131,111,4,35
131,1584,2,35
131,1732,1,35
131,2395,5,35
131,2396,3,35
131,2616,3,87
131,1673,4,35
131,1747,3,35
131,1748,4,36
131,1676,1,35
131,3424,5,35
131,1682,3,35
131,3360,3,35
131,223,5,35
131,153,1,35
131,2710,3,35
131,2716,4,35
131,2717,2,35
131,2571,4,61
131,235,4,35
131,163,1,36
131,1921,4,35
131,2580,4,35
131,1784,2,35
131,318,4,35
131,246,4,35
131,2599,4,35
131,3543,2,35
131,260,3,35
131,11,2,35
131,265,2,35
131,17,4,35
131,3481,2,35
131,1953,3,35
131,1954,4,35
131,1885,4,35
131,2762,4,35
131,1960,5,35
131,1961,3,51
131,2692,4,35
131,1968,1,35
131,32,3,35
131,356,2,61
131,39,4,35
131,2918,3,35
131,509,4,35
131,364,2,35
131,47,3,35
131,296,3,35
131,2858,4,35
131,50,4,35
131,2797,4,35
131,527,3,35
131,529,4,35
131,1200,5,35
131,2003,2,35
131,1204,5,35
131,2871,3,35
131,1060,4,35
131,1136,5,35
131,608,4,35
131,2011,2,35
131,3751,4,35
131,1210,4,35
131,1214,4,35
131,1219,3,35
131,1148,5,35
131,2890,4,35
131,1225,5,35
131,1080,2,35
131,551,4,35
131,480,3,35
131,1089,4,35
131,3911,3,61
131,2105,2,35
131,1230,4,35
131,1307,2,35
131,1235,3,35
131,1094,4,35
131,1097,4,35
131,497,4,35
131,2115,2,35
131,1240,4,35
131,1242,3,35
131,1247,3,35
136,2987,3,35
136,2124,3,35
136,2054,1,35
136,1252,4,35
136,3868,3,35
136,2997,5,35
136,1258,5,35
136,1259,4,35
136,586,1,35
136,587,1,35
136,588,2,35
136,589,1,35
136,1,2,35
136,2,1,35
136,2064,5,35
136,1265,3,35
136,1339,4,35
136,1266,3,35
136,1193,4,35
136,1196,2,35
136,590,2,35
136,1197,1,35
136,1199,3,35
136,594,3,35
136,595,4,35
136,2140,4,35
136,1270,2,35
136,1271,4,35
136,2078,2,35
136,2080,1,35
136,2081,3,35
136,1282,4,35
136,750,3,35
136,1285,4,35
136,1500,4,35
136,3033,3,35
136,3108,4,35
136,2161,5,35
136,903,5,35
136,1291,3,35
136,904,4,35
136,832,1,35
136,1513,4,35
136,1370,1,35
136,910,4,35
136,1517,4,35
136,2174,5,35
136,919,3,35
136,778,4,35
136,2321,1,35
136,920,3,35
136,923,4,35
136,924,5,35
136,858,4,35
136,2407,2,35
136,1391,2,35
136,2194,2,35
136,1396,1,35
136,1617,3,35
136,3081,4,35
136,1552,1,35
136,2355,1,35
136,2291,5,35
136,2369,2,35
136,969,4,35
136,1641,2,35
136,3253,1,35
136,3255,2,35
136,2455,2,35
136,1653,4,35
136,110,1,35
136,1584,4,35
136,3263,1,35
136,1732,2,35
136,2395,5,35
136,1748,1,35
136,2478,2,35
136,1682,2,35
136,141,3,35
136,1909,1,35
136,223,1,35
136,2710,5,35
136,2712,5,35
136,2640,4,35
136,2716,3,35
136,2717,3,35
136,2571,1,35
136,300,2,35
136,3448,3,35
136,231,1,35
136,235,5,35
136,3526,3,35
136,1923,1,35
136,2580,3,35
136,3386,5,35
136,2657,4,35
136,1784,3,35
136,316,3,35
136,318,3,35
136,2804,4,35
136,3608,5,35
136,3471,4,35
136,2746,5,35
136,3476,3,35
136,1947,2,35
136,10,2,35
136,1876,1,35
136,260,3,35
136,11,2,35
136,337,5,35
136,265,4,35
136,16,4,35
136,3552,3,35
136,1954,1,35
136,1885,3,35
136,1960,5,35
136,1961,3,35
136,1028,2,35
136,3499,5,35
136,353,1,35
136,2699,2,35
136,32,3,35
136,356,2,35
136,357,1,35
136,39,3,35
136,2918,1,35
136,1035,3,35
136,509,3,35
136,364,1,35
136,367,1,35
136,368,1,35
136,47,3,35
136,2858,3,35
136,440,1,35
136,441,1,35
136,3809,3,35
136,3591,2,35
136,2791,5,35
136,1994,4,35
136,2797,1,35
136,380,1,35
136,1997,5,35
136,457,1,35
136,2003,4,35
136,2005,4,35
136,1207,3,35
136,2947,3,35
136,1136,2,35
136,2949,2,35
136,608,4,35
136,539,3,35
136,2011,1,35
136,2012,3,35
136,1210,1,35
136,1214,4,35
136,1215,2,35
136,1219,5,35
136,1073,3,35
136,541,3,35
136,543,1,35
136,471,5,35
136,1079,2,35
136,1221,1,35
136,2890,4,35
136,1225,4,35
136,551,4,35
136,480,1,35
136,1088,1,35
136,2100,2,35
136,1302,1,35
136,2105,4,35
136,1230,4,35
136,1231,3,35
136,2108,4,35
136,2109,4,35
136,1307,2,35
136,1094,3,35
136,708,3,35
136,1097,4,35
136,497,3,35
136,1244,5,35
161,1179,4,34
161,1252,5,34
161,1183,5,34
161,2997,4,34
161,1259,5,34
161,6,5,34
161,1333,4,34
161,2064,5,34
161,1408,4,34
161,1263,5,34
161,1265,5,34
161,1266,5,34
161,1196,4,34
161,1198,5,34
161,593,3,34
161,2144,4,34
161,1343,3,34
161,1270,5,34
161,1271,4,34
161,2076,5,34
161,1276,5,34
161,1278,5,34
161,2150,5,34
161,3897,4,34
161,750,5,34
161,1500,3,34
161,3039,3,34
161,903,5,34
161,904,5,34
161,1294,5,34
161,908,5,34
161,3114,5,34
161,2243,4,34
161,912,5,34
161,778,5,34
161,2324,4,34
161,920,4,34
161,923,5,34
161,924,5,34
161,1387,3,34
161,2268,4,34
161,1393,4,34
161,1394,4,34
161,3072,4,34
161,1617,5,34
161,2359,5,34
161,953,5,34
161,3160,4,34
161,1704,4,34
161,2366,4,34
161,1639,5,34
161,969,5,34
161,2371,2,34
161,2455,3,34
161,111,5,34
161,1729,4,34
161,2391,4,34
161,2395,4,34
161,3418,4,34
161,1674,4,34
161,3421,5,34
161,3424,5,34
161,2700,5,34
161,3360,5,34
161,3361,5,34
161,3363,5,34
161,2640,3,34
161,2571,4,34
161,3526,4,34
161,3386,4,34
161,1784,4,34
161,318,4,34
161,246,5,34
161,2804,4,34
161,2599,5,34
161,3543,5,34
161,3471,5,34
161,1947,5,34
161,260,5,34
161,337,5,34
161,265,5,34
161,17,5,34
161,3481,5,34
161,1954,4,34
161,1883,5,34
161,25,5,34
161,2908,5,34
161,2762,4,34
161,1960,4,34
161,2692,4,34
161,1965,4,34
161,32,4,34
161,34,5,34
161,357,4,34
161,36,5,34
161,39,5,34
161,2915,5,34
161,2918,4,34
161,293,4,34
161,47,5,34
161,296,5,34
161,2858,5,34
161,440,4,34
161,441,5,34
161,2797,5,34
161,527,5,34
161,529,5,34
161,1200,3,34
161,3671,5,34
161,1204,5,34
161,1207,5,34
161,2947,3,34
161,1208,5,34
161,1136,5,34
161,608,5,34
161,1210,4,34
161,1213,4,34
161,1214,3,34
161,1219,5,34
161,1073,3,34
161,541,5,34
161,2020,4,34
161,2890,4,34
161,1225,3,34
161,2028,5,34
161,1080,5,34
161,3699,4,34
161,3911,5,34
161,1302,5,34
161,1304,5,34
161,1231,5,34
161,1233,4,34
161,1307,5,34
161,1234,5,34
161,1090,4,34
161,1094,5,34
161,1242,4,34
161,1247,5,34
175,2987,4,34
175,1320,5,34
175,1183,5,34
175,2997,5,34
175,1258,5,34
175,1259,4,34
175,588,4,34
175,1,4,34
175,3948,5,34
175,1407,3,34
175,2064,5,34
175,1265,3,34
175,1193,5,36
175,1196,5,34
175,590,3,34
175,1197,4,34
175,1198,5,34
175,592,4,34
175,593,5,34
175,2144,5,34
175,2145,3,34
175,1343,5,34
175,1270,2,34
175,1271,4,34
175,2076,5,34
175,2078,3,34
175,1278,5,34
175,2080,5,34
175,1282,3,39
175,1358,5,34
175,1285,5,34
175,3100,4,34
175,1500,3,34
175,3108,4,34
175,2160,4,34
175,1291,5,34
175,1293,5,36
175,3114,4,34
175,1517,5,34
175,2248,4,34
175,919,5,34
175,778,4,34
175,2324,5,34
175,920,4,34
175,2329,4,34
175,924,5,34
175,1387,5,34
175,2406,3,34
175,2407,4,34
175,2336,5,34
175,2194,5,34
175,2268,3,34
175,1393,3,34
175,1394,5,34
175,3072,3,34
175,3147,4,34
175,1617,4,34
175,2424,4,34
175,2427,3,34
175,2355,4,34
175,2359,5,34
175,3160,5,34
175,1704,4,34
175,2291,4,34
175,1639,3,34
175,1569,2,34
175,1711,4,34
175,1641,5,34
175,3176,5,34
175,104,1,34
175,1721,4,34
175,3253,4,34
175,1653,3,34
175,1580,2,34
175,111,4,34
175,1584,4,34
175,3263,4,34
175,2391,4,34
175,2395,5,34
